Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
116,01:17:11,13.44,-0.36,0.04,0.31,0.06,2013,1,1.34,4185.37,2.00,54.99,0.00,1,0.30,0.00,-0.13,1,0.00,0
117,01:17:11,13.64,-0.36,0.05,0.31,0.06,1986,1,1.36,4185.44,2.08,54.99,0.00,1,0.60,0.00,-0.12,1,0.00,0
118,01:17:11,13.98,-0.36,0.05,0.31,0.06,2089,1,1.38,4185.52,2.15,54.99,0.00,1,0.90,0.00,-0.12,1,0.00,0
119,01:17:11,14.52,-0.37,0.05,0.31,0.06,2306,1,1.40,4185.60,2.23,54.99,0.00,1,0.70,0.00,-0.12,1,0.00,0
120,01:17:11,14.98,-0.38,0.05,0.31,0.06,2286,1,1.42,4185.68,2.31,54.99,0.00,1,1.00,0.00,-0.11,1,0.00,0
121,01:17:11,15.62,-0.38,0.06,0.31,0.06,2471,1,1.44,4185.77,2.40,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
122,01:17:11,16.16,-0.38,0.06,0.30,0.07,2480,1,1.46,4185.85,2.49,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
123,01:17:11,16.68,-0.38,0.06,0.30,0.07,2547,1,1.48,4185.94,2.58,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
124,01:17:11,17.23,-0.38,0.06,0.30,0.07,2630,1,1.50,4186.04,2.67,54.99,0.00,1,0.80,0.00,-0.10,1,0.00,0
125,01:17:11,17.76,-0.38,0.07,0.30,0.07,2698,1,1.52,4186.14,2.77,54.99,0.00,1,0.80,0.00,-0.10,1,0.00,0
126,01:17:11,18.33,-0.38,0.07,0.30,0.07,2791,1,1.54,4186.24,2.87,54.99,0.00,1,0.80,0.00,-0.10,1,0.00,0
127,01:17:12,18.88,-0.38,0.07,0.30,0.07,2852,1,1.56,4186.34,2.97,54.99,0.00,1,0.80,0.00,-0.09,1,0.00,0
128,01:17:12,19.45,-0.38,0.07,0.29,0.08,2957,1,1.58,4186.44,3.08,54.99,0.00,1,0.80,0.00,-0.09,1,0.00,0
129,01:17:12,20.02,-0.38,0.07,0.29,0.08,3010,1,1.60,4186.55,3.19,54.99,0.00,1,0.80,0.00,-0.09,1,0.00,0
130,01:17:12,20.61,-0.37,0.07,0.29,0.08,3125,1,1.62,4186.67,3.30,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
131,01:17:12,21.19,-0.37,0.07,0.29,0.08,3175,1,1.64,4186.78,3.42,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
132,01:17:12,21.80,-0.36,0.07,0.29,0.08,3297,1,1.66,4186.90,3.54,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
133,01:17:12,22.40,-0.36,0.07,0.29,0.08,3357,1,1.68,4187.02,3.66,54.99,0.00,1,0.80,0.00,-0.07,1,0.00,0
134,01:17:12,23.03,-0.35,0.07,0.28,0.09,3480,1,1.70,4187.15,3.78,54.99,0.00,1,0.80,0.00,-0.07,1,0.00,0
135,01:17:12,23.66,-0.34,0.07,0.28,0.09,3550,1,1.72,4187.28,3.91,54.99,0.00,1,0.80,0.00,-0.07,1,0.00,0
136,01:17:12,24.32,-0.33,0.08,0.28,0.09,3675,1,1.74,4187.41,4.05,54.99,0.00,1,0.80,0.00,-0.06,1,0.00,0
137,01:17:12,24.97,-0.32,0.08,0.28,0.09,3751,1,1.76,4187.55,4.18,54.98,0.00,1,0.80,0.00,-0.06,1,0.00,0
138,01:17:12,25.66,-0.31,0.09,0.27,0.09,3879,1,1.78,4187.69,4.32,54.98,0.00,1,0.80,0.00,-0.06,1,0.00,0
139,01:17:12,26.34,-0.30,0.09,0.27,0.09,3963,1,1.80,4187.83,4.47,54.98,0.00,1,0.80,0.00,-0.05,1,0.00,0
140,01:17:12,27.06,-0.29,0.10,0.27,0.09,4095,1,1.82,4187.98,4.61,54.98,0.00,1,0.80,0.00,-0.05,1,0.00,0
141,01:17:12,27.77,-0.28,0.10,0.27,0.10,4184,1,1.84,4188.13,4.77,54.98,0.00,1,0.80,0.00,-0.05,1,0.00,0
142,01:17:12,28.52,-0.27,0.10,0.26,0.10,4297,1,1.86,4188.29,4.92,54.98,0.00,1,0.80,0.00,-0.04,1,0.00,0
143,01:17:12,29.26,-0.25,0.10,0.26,0.10,4414,1,1.88,4188.45,5.08,54.98,0.00,1,0.80,0.00,-0.04,1,0.00,0
144,01:17:12,30.00,-0.24,0.09,0.26,0.10,4505,1,1.90,4188.61,5.25,54.98,0.00,1,0.80,0.00,-0.04,1,0.00,0
145,01:17:12,30.75,-0.23,0.09,0.25,0.10,4622,1,1.92,4188.78,5.41,54.98,0.00,1,0.80,0.00,-0.03,1,0.00,0
146,01:17:12,31.49,-0.21,0.09,0.25,0.10,4714,1,1.94,4188.95,5.59,54.98,0.00,1,0.80,0.00,-0.03,1,0.00,0
147,01:17:12,32.23,-0.20,0.09,0.25,0.10,4829,1,1.96,4189.13,5.76,54.98,0.00,1,0.80,0.00,-0.03,1,0.00,0
148,01:17:12,32.97,-0.18,0.10,0.24,0.10,4921,1,1.98,4189.31,5.94,54.98,0.00,1,0.80,0.00,-0.02,1,0.00,0
149,01:17:12,33.79,-0.16,0.10,0.24,0.10,5040,1,2.01,4189.51,6.15,54.98,0.00,2,0.80,0.00,-0.02,1,0.00,0
150,01:17:12,34.60,-0.15,0.11,0.24,0.10,5161,1,2.03,4189.72,6.35,54.98,0.00,2,0.80,0.00,-0.02,1,0.00,0
151,01:17:12,35.41,-0.13,0.12,0.23,0.11,5271,1,2.05,4189.93,6.57,54.98,0.00,2,0.80,0.00,-0.01,1,0.00,0
152,01:17:12,36.23,-0.11,0.12,0.23,0.11,5381,1,2.07,4190.15,6.78,54.98,0.00,2,0.80,0.00,-0.01,1,0.00,0
153,01:17:12,37.04,-0.09,0.12,0.23,0.11,5499,1,2.09,4190.37,7.01,54.98,0.00,2,0.80,0.00,-0.01,1,0.00,0
154,01:17:12,37.84,-0.07,0.12,0.22,0.11,5616,1,2.12,4190.60,7.23,54.98,0.00,2,0.80,0.00,-0.01,1,0.00,0
155,01:17:12,38.64,-0.06,0.11,0.22,0.11,5722,1,2.14,4190.83,7.47,54.98,0.00,2,0.80,0.00,-0.00,1,0.00,0
156,01:17:12,39.44,-0.04,0.11,0.21,0.11,5824,1,2.16,4191.07,7.70,54.98,0.00,2,0.80,0.00,0.00,1,0.00,0
157,01:17:12,40.24,-0.02,0.11,0.21,0.11,5943,1,2.18,4191.31,7.95,54.98,0.00,2,0.80,0.00,0.00,1,0.00,0
158,01:17:12,41.03,-0.00,0.11,0.20,0.11,6058,1,2.20,4191.56,8.19,54.98,0.00,2,0.80,0.00,0.01,1,0.00,0
159,01:17:12,41.82,0.02,0.12,0.20,0.11,6163,1,2.23,4191.81,8.44,54.98,0.00,2,0.80,0.00,0.01,1,0.00,0
160,01:17:12,42.60,0.03,0.12,0.20,0.11,6267,1,2.25,4192.07,8.70,54.98,0.00,2,0.80,0.00,0.01,1,0.00,0
161,01:17:12,43.39,0.05,0.12,0.19,0.11,6379,1,2.27,4192.33,8.96,54.97,0.00,2,0.80,0.00,0.01,1,0.00,0
162,01:17:12,44.16,0.07,0.12,0.19,0.11,6489,1,2.29,4192.59,9.23,54.97,0.00,2,0.80,0.00,0.02,1,0.00,0
163,01:17:12,44.93,0.08,0.12,0.18,0.10,6593,1,2.31,4192.87,9.50,54.97,0.00,2,0.80,0.00,0.02,1,0.00,0
164,01:17:12,45.70,0.10,0.12,0.18,0.10,6695,1,2.34,4193.14,9.78,54.97,0.00,2,0.80,0.00,0.02,1,0.00,0
165,01:17:12,46.46,0.11,0.12,0.17,0.10,6801,1,2.36,4193.42,10.06,54.97,0.00,2,0.80,0.00,0.02,1,0.00,0
166,01:17:12,47.22,0.13,0.13,0.17,0.10,6909,1,2.38,4193.71,10.34,54.97,0.00,2,0.80,0.00,0.02,1,0.00,0
167,01:17:12,47.97,0.14,0.13,0.16,0.10,7011,1,2.40,4194.00,10.63,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
168,01:17:12,48.08,0.16,0.13,0.16,0.10,5057,2,2.42,4194.29,10.92,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
169,01:17:12,48.05,0.17,0.12,0.15,0.10,5047,2,2.45,4194.58,11.22,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
170,01:17:12,48.03,0.19,0.11,0.15,0.10,5036,2,2.47,4194.87,11.51,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
171,01:17:12,48.00,0.19,0.11,0.14,0.10,5026,2,2.49,4195.17,11.80,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
172,01:17:12,47.98,0.20,0.11,0.14,0.09,5016,2,2.51,4195.46,12.09,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
173,01:17:12,47.95,0.21,0.11,0.13,0.09,5006,2,2.53,4195.75,12.38,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
174,01:17:13,47.92,0.21,0.12,0.13,0.09,4997,2,2.56,4196.04,12.68,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
175,01:17:13,47.90,0.21,0.12,0.13,0.09,4987,2,2.58,4196.33,12.97,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
176,01:17:13,47.87,0.22,0.11,0.12,0.09,4978,2,2.60,4196.62,13.26,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
177,01:17:13,47.84,0.22,0.10,0.12,0.09,4769,2,2.62,4196.92,13.55,54.97,0.00,2,0.80,0.00,0.03,2,0.00,0
