Step,Time,SpeedX,SpeedY,SpeedZ,TrackPos,Angle,RPM,Gear_State,CurLapTime,DistFromStart,DistRaced,Fuel,Damage,RacePos,Accel,Brake,Steer,Gear_Control,Clutch,Meta
51,00:12:42,-0.01,0.05,-0.00,0.33,0.00,1169,1,0.04,2032.56,0.00,54.99,0.00,1,0.30,0.00,-0.21,1,0.00,0
52,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1188,1,0.06,2032.56,0.00,54.99,0.00,1,0.60,0.00,-0.21,1,0.00,0
53,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1208,1,0.08,2032.56,0.00,54.99,0.00,1,0.40,0.00,-0.21,1,0.00,0
54,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1227,1,0.10,2032.56,-0.00,54.99,0.00,1,0.70,0.00,-0.21,1,0.00,0
55,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1246,1,0.12,2032.56,-0.00,54.99,0.00,1,0.50,0.00,-0.21,1,0.00,0
56,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1265,1,0.14,2032.56,-0.00,54.99,0.00,1,0.30,0.00,-0.21,1,0.00,0
57,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1284,1,0.16,2032.56,-0.00,54.99,0.00,1,0.60,0.00,-0.21,1,0.00,0
58,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1304,1,0.18,2032.56,-0.00,54.99,0.00,1,0.40,0.00,-0.21,1,0.00,0
59,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1323,1,0.20,2032.56,-0.00,54.99,0.00,1,0.70,0.00,-0.21,1,0.00,0
60,00:12:42,-0.01,0.04,-0.00,0.33,0.00,1342,1,0.22,2032.56,-0.00,54.99,0.00,1,0.50,0.00,-0.21,1,0.00,0
61,00:12:42,0.24,0.00,0.00,0.33,0.00,1152,1,0.24,2032.56,0.00,54.99,0.00,1,0.30,0.00,-0.21,1,0.00,0
62,00:12:42,0.45,-0.03,0.00,0.33,0.00,1152,1,0.26,2032.56,0.00,54.99,0.00,1,0.60,0.00,-0.21,1,0.00,0
63,00:12:42,0.65,-0.03,0.00,0.33,0.00,1152,1,0.28,2032.56,0.01,54.99,0.00,1,0.40,0.00,-0.21,1,0.00,0
64,00:12:42,0.84,-0.05,0.00,0.33,0.00,1152,1,0.30,2032.57,0.01,54.99,0.00,1,0.70,0.00,-0.21,1,0.00,0
65,00:12:42,1.06,-0.04,0.01,0.33,0.00,1152,1,0.32,2032.57,0.02,54.99,0.00,1,0.50,0.00,-0.21,1,0.00,0
66,00:12:42,1.36,-0.05,0.01,0.33,0.00,1152,1,0.34,2032.58,0.02,54.99,0.00,1,0.30,0.00,-0.21,1,0.00,0
67,00:12:42,1.56,-0.08,0.01,0.33,0.00,1152,1,0.36,2032.59,0.03,54.99,0.00,1,0.60,0.00,-0.21,1,0.00,0
68,00:12:42,1.83,-0.08,0.01,0.33,0.00,1152,1,0.38,2032.60,0.04,54.99,0.00,1,0.40,0.00,-0.21,1,0.00,0
69,00:12:42,1.99,-0.10,0.01,0.33,0.00,1152,1,0.40,2032.61,0.05,54.99,0.00,1,0.70,0.00,-0.21,1,0.00,0
70,00:12:42,2.45,-0.11,0.01,0.33,0.00,1152,1,0.42,2032.62,0.07,54.99,0.00,1,0.50,0.00,-0.21,1,0.00,0
71,00:12:42,2.54,-0.11,0.01,0.33,0.00,1152,1,0.44,2032.64,0.08,54.99,0.00,1,0.30,0.00,-0.21,1,0.00,0
72,00:12:42,2.70,-0.12,-0.04,0.33,0.01,1152,1,0.46,2032.65,0.09,54.99,0.00,1,0.60,0.00,-0.21,1,0.00,0
73,00:12:42,2.95,-0.15,-0.01,0.33,0.01,1152,1,0.48,2032.67,0.11,54.99,0.00,1,0.40,0.00,-0.20,1,0.00,0
74,00:12:42,3.18,-0.14,0.00,0.33,0.01,1152,1,0.50,2032.69,0.13,54.99,0.00,1,0.70,0.00,-0.20,1,0.00,0
75,00:12:42,3.58,-0.15,0.01,0.33,0.01,1152,1,0.52,2032.71,0.15,54.99,0.00,1,0.50,0.00,-0.20,1,0.00,0
76,00:12:42,3.75,-0.16,0.01,0.33,0.01,1152,1,0.54,2032.73,0.17,54.99,0.00,1,0.30,0.00,-0.20,1,0.00,0
77,00:12:42,3.88,-0.17,0.02,0.33,0.01,1152,1,0.56,2032.75,0.19,54.99,0.00,1,0.60,0.00,-0.20,1,0.00,0
78,00:12:42,4.13,-0.18,0.02,0.33,0.01,1152,1,0.58,2032.77,0.22,54.99,0.00,1,0.40,0.00,-0.20,1,0.00,0
79,00:12:42,4.37,-0.18,0.02,0.33,0.01,1152,1,0.60,2032.80,0.24,54.99,0.00,1,0.70,0.00,-0.20,1,0.00,0
80,00:12:42,4.65,-0.19,0.02,0.33,0.01,1152,1,0.62,2032.82,0.27,54.99,0.00,1,0.50,0.00,-0.19,1,0.00,0
81,00:12:42,4.95,-0.20,0.03,0.33,0.01,1152,1,0.64,2032.85,0.29,54.99,0.00,1,0.30,0.00,-0.19,1,0.00,0
82,00:12:42,5.03,-0.21,0.02,0.33,0.02,1152,1,0.66,2032.88,0.32,54.99,0.00,1,0.60,0.00,-0.19,1,0.00,0
83,00:12:42,5.32,-0.21,0.02,0.33,0.02,1152,1,0.68,2032.91,0.35,54.99,0.00,1,0.40,0.00,-0.19,1,0.00,0
84,00:12:43,5.50,-0.22,0.01,0.33,0.02,1152,1,0.70,2032.94,0.39,54.99,0.00,1,0.70,0.00,-0.19,1,0.00,0
85,00:12:43,5.85,-0.23,0.01,0.33,0.02,1152,1,0.72,2032.97,0.42,54.99,0.00,1,0.50,0.00,-0.18,1,0.00,0
86,00:12:43,6.09,-0.24,0.01,0.33,0.02,1152,1,0.74,2033.01,0.45,54.99,0.00,1,0.30,0.00,-0.18,1,0.00,0
87,00:12:43,6.23,-0.24,0.00,0.33,0.02,1152,1,0.76,2033.04,0.49,54.99,0.00,1,0.60,0.00,-0.18,1,0.00,0
88,00:12:43,6.48,-0.25,0.00,0.33,0.03,1165,1,0.78,2033.08,0.52,54.99,0.00,1,0.40,0.00,-0.18,1,0.00,0
89,00:12:43,6.71,-0.26,0.00,0.33,0.03,1156,1,0.80,2033.12,0.56,54.99,0.00,1,0.70,0.00,-0.18,1,0.00,0
90,00:12:43,7.02,-0.27,-0.00,0.33,0.03,1242,1,0.82,2033.16,0.60,54.99,0.00,1,0.50,0.00,-0.17,1,0.00,0
91,00:12:43,7.26,-0.27,-0.00,0.33,0.03,1215,1,0.84,2033.20,0.64,54.99,0.00,1,0.30,0.00,-0.17,1,0.00,0
92,00:12:43,7.40,-0.27,-0.00,0.33,0.03,1184,1,0.86,2033.24,0.69,54.99,0.00,1,0.60,0.00,-0.17,1,0.00,0
93,00:12:43,7.68,-0.28,0.00,0.33,0.03,1311,1,0.88,2033.29,0.73,54.99,0.00,1,0.40,0.00,-0.17,1,0.00,0
94,00:12:43,7.89,-0.28,0.00,0.33,0.04,1269,1,0.90,2033.33,0.77,54.99,0.00,1,0.70,0.00,-0.16,1,0.00,0
95,00:12:43,8.23,-0.29,0.01,0.33,0.04,1405,1,0.92,2033.38,0.82,54.99,0.00,1,0.50,0.00,-0.16,1,0.00,0
96,00:12:43,8.49,-0.29,0.01,0.33,0.04,1349,1,0.94,2033.43,0.87,54.99,0.00,1,0.30,0.00,-0.16,1,0.00,0
97,00:12:43,8.63,-0.29,0.02,0.33,0.04,1362,1,0.96,2033.47,0.92,54.99,0.00,1,0.60,0.00,-0.16,1,0.00,0
98,00:12:43,8.92,-0.30,0.02,0.33,0.04,1469,1,0.98,2033.52,0.97,54.99,0.00,1,0.40,0.00,-0.15,1,0.00,0
99,00:12:43,9.17,-0.30,0.03,0.33,0.05,1448,1,1.00,2033.58,1.03,54.99,0.00,1,0.70,0.00,-0.15,1,0.00,0
100,00:12:43,9.50,-0.30,0.04,0.33,0.05,1554,1,1.02,2033.64,1.08,54.99,0.00,1,0.50,0.00,-0.15,1,0.00,0
101,00:12:43,9.80,-0.30,0.05,0.32,0.05,1554,1,1.04,2033.69,1.13,54.99,0.00,1,0.30,0.00,-0.14,1,0.00,0
102,00:12:43,9.93,-0.30,0.05,0.32,0.05,1519,1,1.06,2033.75,1.19,54.99,0.00,1,0.60,0.00,-0.14,1,0.00,0
103,00:12:43,10.26,-0.30,0.06,0.32,0.05,1639,1,1.08,2033.81,1.25,54.99,0.00,1,0.40,0.00,-0.14,1,0.00,0
104,00:12:43,10.46,-0.30,0.06,0.32,0.06,1615,1,1.10,2033.87,1.31,54.99,0.00,1,0.70,0.00,-0.13,1,0.00,0
105,00:12:43,10.86,-0.30,0.06,0.32,0.06,1743,1,1.12,2033.93,1.37,54.99,0.00,1,1.00,0.00,-0.13,1,0.00,0
106,00:12:43,11.43,-0.31,0.05,0.32,0.06,1889,1,1.14,2033.99,1.43,54.99,0.00,1,0.80,0.00,-0.13,1,0.00,0
107,00:12:43,11.92,-0.32,0.04,0.32,0.06,1900,1,1.16,2034.06,1.50,54.99,0.00,1,1.00,0.00,-0.12,1,0.00,0
108,00:12:43,12.53,-0.33,0.03,0.32,0.07,2019,1,1.18,2034.13,1.57,54.99,0.00,1,0.80,0.00,-0.12,1,0.00,0
109,00:12:43,13.02,-0.33,0.01,0.32,0.07,2058,1,1.20,2034.20,1.64,54.99,0.00,1,0.80,0.00,-0.12,1,0.00,0
110,00:12:43,13.50,-0.33,-0.00,0.32,0.07,2103,1,1.22,2034.28,1.72,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
111,00:12:43,14.01,-0.34,-0.01,0.32,0.07,2199,1,1.24,2034.36,1.80,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
112,00:12:43,14.52,-0.33,-0.02,0.32,0.08,2247,1,1.26,2034.44,1.88,54.99,0.00,1,0.80,0.00,-0.11,1,0.00,0
113,00:12:43,15.04,-0.33,-0.03,0.31,0.08,2336,1,1.28,2034.52,1.97,54.99,0.00,1,0.80,0.00,-0.10,1,0.00,0
114,00:12:43,15.56,-0.33,-0.02,0.31,0.08,2401,1,1.30,2034.61,2.05,54.99,0.00,1,0.80,0.00,-0.10,1,0.00,0
115,00:12:43,16.09,-0.33,-0.01,0.31,0.08,2484,1,1.32,2034.70,2.14,54.99,0.00,1,0.80,0.00,-0.09,1,0.00,0
116,00:12:43,16.63,-0.32,0.03,0.31,0.09,2553,1,1.34,2034.79,2.24,54.99,0.00,1,0.80,0.00,-0.09,1,0.00,0
117,00:12:43,17.18,-0.32,0.06,0.31,0.09,2642,1,1.36,2034.89,2.33,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
118,00:12:43,17.72,-0.31,0.09,0.31,0.09,2695,1,1.38,2034.99,2.43,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
119,00:12:43,18.29,-0.30,0.11,0.31,0.09,2806,1,1.40,2035.09,2.54,54.99,0.00,1,0.80,0.00,-0.08,1,0.00,0
120,00:12:43,18.86,-0.30,0.10,0.31,0.10,2843,1,1.42,2035.20,2.64,54.99,0.00,1,0.80,0.00,-0.07,1,0.00,0
121,00:12:43,19.43,-0.29,0.08,0.30,0.10,2961,1,1.44,2035.31,2.75,54.99,0.00,1,0.80,0.00,-0.07,1,0.00,0
122,00:12:43,20.03,-0.28,0.03,0.30,0.10,3027,1,1.46,2035.42,2.87,54.99,0.00,1,0.80,0.00,-0.06,1,0.00,0
123,00:12:43,20.61,-0.26,-0.01,0.30,0.11,3101,1,1.48,2035.54,2.98,54.99,0.00,1,0.80,0.00,-0.06,1,0.00,0
124,00:12:43,21.21,-0.25,-0.02,0.30,0.11,3191,1,1.50,2035.66,3.10,54.99,0.00,1,0.80,0.00,-0.05,1,0.00,0
125,00:12:43,21.81,-0.23,-0.04,0.30,0.11,3267,1,1.52,2035.78,3.22,54.99,0.00,1,0.80,0.00,-0.05,1,0.00,0
126,00:12:43,22.45,-0.22,-0.02,0.29,0.11,3383,1,1.54,2035.91,3.35,54.99,0.00,1,0.80,0.00,-0.04,1,0.00,0
127,00:12:43,23.06,-0.20,0.03,0.29,0.12,3469,1,1.56,2036.04,3.48,54.99,0.00,1,0.80,0.00,-0.04,1,0.00,0
128,00:12:43,23.72,-0.19,0.10,0.29,0.12,3567,1,1.58,2036.17,3.61,54.99,0.00,1,0.80,0.00,-0.03,1,0.00,0
129,00:12:43,24.37,-0.17,0.16,0.29,0.12,3648,1,1.60,2036.31,3.75,54.99,0.00,1,0.80,0.00,-0.03,1,0.00,0
